timestamp clientname srvname delta delta_prec
1718472608.745 Samsung greater-demon 0.175630 0.016383
1718472618.841 Samsung greater-demon 0.187253 0.038823
1718472628.979 Samsung greater-demon 0.206129 0.076503
1718472639.117 Samsung greater-demon 0.206303 0.077877
1718472649.252 Samsung greater-demon 0.205289 0.073966
1718472659.405 Samsung greater-demon 0.212593 0.090629
1718472669.53 Samsung greater-demon 0.182465 0.028597
1718472689.703 Samsung greater-demon 0.209454 0.082923
1718472699.838 Samsung greater-demon 0.203079 0.069659
1718472709.976 Samsung greater-demon 0.206640 0.077125
1718472720.114 Samsung greater-demon 0.202794 0.070379
1718472730.254 Samsung greater-demon 0.207472 0.079509
1718472740.389 Samsung greater-demon 0.204897 0.074539
1718472750.529 Samsung greater-demon 0.206684 0.076521
1718472760.668 Samsung greater-demon 0.205913 0.076181
1718472770.802 Samsung greater-demon 0.203343 0.070608
1718472780.942 Samsung greater-demon 0.205418 0.077560
1718472791.08 Samsung greater-demon 0.206271 0.077373
1718472801.218 Samsung greater-demon 0.205569 0.075952
1718472811.353 Samsung greater-demon 0.204474 0.072974
1718472821.492 Samsung greater-demon 0.206661 0.077953
1718472831.629 Samsung greater-demon 0.205198 0.075245
1718472841.77 Samsung greater-demon 0.205075 0.076919
1718472851.904 Samsung greater-demon 0.203902 0.072582
1718472862.042 Samsung greater-demon 0.206825 0.078407
1718472872.179 Samsung greater-demon 0.207303 0.078199
1718472882.317 Samsung greater-demon 0.205964 0.076409
1718472892.457 Samsung greater-demon 0.206760 0.078227
1718472902.595 Samsung greater-demon 0.204269 0.073720
1718472912.73 Samsung greater-demon 0.205414 0.073968
1718472922.868 Samsung greater-demon 0.206124 0.076324
1718472933.006 Samsung greater-demon 0.206264 0.076716
1718472943.146 Samsung greater-demon 0.207384 0.080661
1718472953.283 Samsung greater-demon 0.203943 0.071990
1718472963.419 Samsung greater-demon 0.205333 0.074779
1718472973.556 Samsung greater-demon 0.200666 0.064648
1718472983.695 Samsung greater-demon 0.205019 0.076307
1718472993.833 Samsung greater-demon 0.204477 0.074167
1718473003.97 Samsung greater-demon 0.205655 0.074736
